Day,Time,RequestCount,DeviationPercentage
Thursday,02:10,48,-3.3
Thursday,02:15,47,-5.0
Thursday,02:20,46,-6.7
Thursday,02:25,45,-8.3
Thursday,02:30,44,-10.0
Thursday,02:35,44,-11.7
Thursday,02:40,43,-13.3
Thursday,02:45,42,-15.0
Thursday,02:50,41,-16.7
Thursday,02:55,41,-18.3
Thursday,03:00,40,-20.0
Thursday,03:05,39,-21.7
Thursday,03:10,38,-23.3
Thursday,03:15,37,-25.0
Thursday,03:20,36,-26.7
Thursday,03:25,36,-28.3
Thursday,03:30,35,-30.0
Thursday,03:35,34,-31.7
Thursday,03:40,33,-33.3
Thursday,03:45,32,-35.0
Thursday,03:50,31,-36.7
Thursday,03:55,31,-38.3
Thursday,04:00,30,-40.0
Thursday,04:05,28,-42.5
Thursday,04:10,27,-45.0
Thursday,04:15,26,-47.5
Thursday,04:20,25,-50.0
Thursday,04:25,23,-52.5
Thursday,04:30,22,-55.0
Thursday,04:35,21,-57.5
Thursday,04:40,19,-60.0
Thursday,04:45,18,-62.5
Thursday,04:50,17,-65.0
Thursday,04:55,16,-67.5
Thursday,05:00,15,-70.0
Thursday,05:05,14,-71.7
Thursday,05:10,13,-73.3
Thursday,05:15,12,-75.0
Thursday,05:20,11,-76.7
Thursday,05:25,10,-78.3
Thursday,05:30,10,-80.0
Thursday,05:35,9,-81.7
Thursday,05:40,8,-83.3
Thursday,05:45,7,-85.0
Thursday,05:50,6,-86.7
Thursday,05:55,5,-88.3
Thursday,06:00,5,-90.0
Thursday,06:05,5,-88.3
Thursday,06:10,6,-86.7
Thursday,06:15,7,-85.0
Thursday,06:20,8,-83.3
Thursday,06:25,8,-81.7
Thursday,06:30,10,-80.0
Thursday,06:35,11,-78.3
Thursday,06:40,11,-76.7
Thursday,06:45,12,-75.0
Thursday,06:50,13,-73.3
Thursday,06:55,14,-71.7
Thursday,07:00,14,-70.0
Thursday,07:05,16,-67.5
Thursday,07:10,17,-65.0
Thursday,07:15,18,-62.5
Thursday,07:20,20,-60.0
Thursday,07:25,21,-57.5
Thursday,07:30,22,-55.0
Thursday,07:35,24,-52.5
Thursday,07:40,24,-50.0
Thursday,07:45,26,-47.5
Thursday,07:50,27,-45.0
Thursday,07:55,28,-42.5
Thursday,08:00,29,-40.0
Thursday,08:05,30,-38.3
Thursday,08:10,31,-36.7
Thursday,08:15,32,-35.0
Thursday,08:20,33,-33.3
Thursday,08:25,34,-31.7
Thursday,08:30,35,-30.0
Thursday,08:35,35,-28.3
Thursday,08:40,36,-26.7
Thursday,08:45,37,-25.0
Thursday,08:50,38,-23.3
Thursday,08:55,39,-21.7
Thursday,09:00,40,-20.0
Thursday,09:05,40,-18.3
Thursday,09:10,41,-16.7
Thursday,09:15,42,-15.0
Thursday,09:20,43,-13.3
Thursday,09:25,44,-11.7
Thursday,09:30,45,-10.0
Thursday,09:35,46,-8.3
Thursday,09:40,46,-6.7
Thursday,09:45,47,-5.0
Thursday,09:50,48,-3.3
Thursday,09:55,49,-1.7
Thursday,10:00,50,0.0
Thursday,10:05,50,0.0
Thursday,10:10,50,0.0
Thursday,10:15,49,0.0
Thursday,10:20,50,0.0
Thursday,10:25,50,0.0
Thursday,10:30,49,0.0
Thursday,10:35,50,0.0
Thursday,10:40,49,0.0
Thursday,10:45,49,0.0
Thursday,10:50,49,0.0
Thursday,10:55,49,0.0
Thursday,11:00,50,0.0
Thursday,11:05,50,0.4
Thursday,11:10,50,0.8
Thursday,11:15,50,1.2
Thursday,11:20,50,1.7
Thursday,11:25,50,2.1
Thursday,11:30,51,2.5
Thursday,11:35,51,2.9
Thursday,11:40,51,3.3
Thursday,11:45,51,3.8
Thursday,11:50,52,4.2
Thursday,11:55,52,4.6
Thursday,12:00,52,5.0
Thursday,12:05,52,5.4
Thursday,12:10,53,5.8
Thursday,12:15,53,6.2
Thursday,12:20,53,6.7
Thursday,12:25,53,7.1
Thursday,12:30,53,7.5
Thursday,12:35,54,7.9
Thursday,12:40,54,8.3
Thursday,12:45,54,8.8
Thursday,12:50,54,9.2
Thursday,12:55,55,9.6
Thursday,13:00,55,10.0
Thursday,13:05,56,11.7
Thursday,13:10,56,13.3
Thursday,13:15,57,15.0
Thursday,13:20,58,16.7
Thursday,13:25,59,18.3
Thursday,13:30,60,20.0
Thursday,13:35,61,21.7
Thursday,13:40,61,23.3
Thursday,13:45,62,25.0
Thursday,13:50,63,26.7
Thursday,13:55,64,28.3
Thursday,14:00,65,30.0
Thursday,14:05,66,32.5
Thursday,14:10,67,35.0
Thursday,14:15,68,37.5
Thursday,14:20,69,40.0
Thursday,14:25,71,42.5
Thursday,14:30,72,45.0
Thursday,14:35,73,47.5
Thursday,14:40,74,50.0
Thursday,14:45,76,52.5
Thursday,14:50,77,55.0
Thursday,14:55,78,57.5
Thursday,15:00,79,60.0
Thursday,15:05,81,61.7
Thursday,15:10,81,63.3
Thursday,15:15,82,65.0
Thursday,15:20,83,66.7
Thursday,15:25,84,68.3
Thursday,15:30,85,70.0
Thursday,15:35,86,71.7
Thursday,15:40,86,73.3
Thursday,15:45,87,75.0
Thursday,15:50,88,76.7
Thursday,15:55,89,78.3
Thursday,16:00,90,80.0
Thursday,16:05,89,78.3
Thursday,16:10,88,76.7
Thursday,16:15,87,75.0
Thursday,16:20,86,73.3
Thursday,16:25,85,71.7
Thursday,16:30,85,70.0
Thursday,16:35,84,68.3
Thursday,16:40,83,66.7
Thursday,16:45,82,65.0
Thursday,16:50,81,63.3
Thursday,16:55,80,61.7
Thursday,17:00,79,60.0
Thursday,17:05,79,59.2
Thursday,17:10,79,58.3
Thursday,17:15,79,57.5
Thursday,17:20,78,56.7
Thursday,17:25,78,55.8
Thursday,17:30,77,55.0
Thursday,17:35,77,54.2
Thursday,17:40,76,53.3
Thursday,17:45,76,52.5
Thursday,17:50,75,51.7
Thursday,17:55,75,50.8
Thursday,18:00,75,50.0
Thursday,18:05,74,49.2
Thursday,18:10,74,48.3
Thursday,18:15,73,47.5
Thursday,18:20,73,46.7
Thursday,18:25,73,45.8
Thursday,18:30,72,45.0
Thursday,18:35,71,44.2
Thursday,18:40,71,43.3
Thursday,18:45,71,42.5
Thursday,18:50,70,41.7
Thursday,18:55,70,40.8
Thursday,19:00,69,40.0
Thursday,19:05,69,39.2
Thursday,19:10,69,38.3
Thursday,19:15,68,37.5
Thursday,19:20,68,36.7
Thursday,19:25,67,35.8
Thursday,19:30,67,35.0
Thursday,19:35,67,34.2
Thursday,19:40,66,33.3
Thursday,19:45,66,32.5
Thursday,19:50,65,31.7
Thursday,19:55,65,30.8
Thursday,20:00,64,30.0
Thursday,20:05,64,29.2
Thursday,20:10,64,28.3
Thursday,20:15,63,27.5
Thursday,20:20,63,26.7
Thursday,20:25,63,25.8
Thursday,20:30,62,25.0
Thursday,20:35,61,24.2
Thursday,20:40,61,23.3
Thursday,20:45,61,22.5
Thursday,20:50,61,21.7
Thursday,20:55,60,20.8
Thursday,21:00,59,20.0
Thursday,21:05,60,20.8
Thursday,21:10,60,21.7
Thursday,21:15,61,22.5
Thursday,21:20,61,23.3
Thursday,21:25,62,24.2
Thursday,21:30,62,25.0
Thursday,21:35,62,25.8
Thursday,21:40,63,26.7
Thursday,21:45,63,27.5
Thursday,21:50,64,28.3
Thursday,21:55,64,29.2
Thursday,22:00,64,30.0
Thursday,22:05,65,31.7
Thursday,22:10,66,33.3
Thursday,22:15,67,35.0
Thursday,22:20,68,36.7
Thursday,22:25,69,38.3
Thursday,22:30,70,40.0
Thursday,22:35,70,41.7
Thursday,22:40,71,43.3
Thursday,22:45,72,45.0
Thursday,22:50,73,46.7
Thursday,22:55,74,48.3
Thursday,23:00,75,50.0
Thursday,23:05,73,46.7
Thursday,23:10,71,43.3
Thursday,23:15,69,40.0
Thursday,23:20,68,36.7
Thursday,23:25,66,33.3
Thursday,23:30,64,30.0
Thursday,23:35,63,26.7
Thursday,23:40,61,23.3
Thursday,23:45,60,20.0
Thursday,23:50,58,16.7
Thursday,23:55,56,13.3
Friday,00:00,55,10.0
Friday,00:05,54,9.6
Friday,00:10,54,9.2
Friday,00:15,54,8.8
Friday,00:20,54,8.3
Friday,00:25,54,7.9
Friday,00:30,53,7.5
Friday,00:35,53,7.1
Friday,00:40,53,6.7
Friday,00:45,52,6.2
Friday,00:50,52,5.8
Friday,00:55,52,5.4
Friday,01:00,52,5.0
Friday,01:05,51,3.8
Friday,01:10,51,2.5
Friday,01:15,50,1.2
Friday,01:20,50,0.0
Friday,01:25,49,-1.2
Friday,01:30,49,-2.5
Friday,01:35,48,-3.8
Friday,01:40,47,-5.0
Friday,01:45,46,-6.2
Friday,01:50,46,-7.5
Friday,01:55,45,-8.8
Friday,02:00,45,-10.0
Friday,02:05,44,-11.7
Friday,02:10,43,-13.3
Friday,02:15,42,-15.0
Friday,02:20,41,-16.7
Friday,02:25,40,-18.3
Friday,02:30,40,-20.0
Friday,02:35,39,-21.7
Friday,02:40,38,-23.3
Friday,02:45,37,-25.0
Friday,02:50,36,-26.7
Friday,02:55,36,-28.3
Friday,03:00,34,-30.0
Friday,03:05,34,-31.7
Friday,03:10,33,-33.3
Friday,03:15,32,-35.0
Friday,03:20,31,-36.7
Friday,03:25,30,-38.3
Friday,03:30,29,-40.0
Friday,03:35,29,-41.7
Friday,03:40,28,-43.3
Friday,03:45,27,-45.0
Friday,03:50,26,-46.7
Friday,03:55,25,-48.3
Friday,04:00,24,-50.0
Friday,04:05,23,-52.5
Friday,04:10,22,-55.0
Friday,04:15,21,-57.5
Friday,04:20,20,-60.0
Friday,04:25,18,-62.5
Friday,04:30,17,-65.0
Friday,04:35,16,-67.5
Friday,04:40,14,-70.0
Friday,04:45,14,-72.5
Friday,04:50,12,-75.0
Friday,04:55,11,-77.5
Friday,05:00,10,-80.0
Friday,05:05,9,-81.2
Friday,05:10,8,-82.5
Friday,05:15,8,-83.8
Friday,05:20,7,-85.0
Friday,05:25,6,-86.2
Friday,05:30,6,-87.5
Friday,05:35,5,-88.8
Friday,05:40,5,-90.0
Friday,05:45,4,-91.2
Friday,05:50,3,-92.5
Friday,05:55,3,-93.8
Friday,06:00,2,-95.0
Friday,06:05,3,-93.8
Friday,06:10,3,-92.5
Friday,06:15,4,-91.2
Friday,06:20,5,-90.0
Friday,06:25,5,-88.8
Friday,06:30,6,-87.5
Friday,06:35,6,-86.2
Friday,06:40,7,-85.0
Friday,06:45,8,-83.8
Friday,06:50,8,-82.5
Friday,06:55,9,-81.2
Friday,07:00,10,-80.0
Friday,07:05,11,-77.5
Friday,07:10,12,-75.0
Friday,07:15,13,-72.5
Friday,07:20,15,-70.0
Friday,07:25,16,-67.5
Friday,07:30,17,-65.0
Friday,07:35,18,-62.5
Friday,07:40,19,-60.0
Friday,07:45,21,-57.5
Friday,07:50,22,-55.0
Friday,07:55,23,-52.5
Friday,08:00,25,-50.0
Friday,08:05,26,-48.3
Friday,08:10,26,-46.7
Friday,08:15,27,-45.0
Friday,08:20,28,-43.3
Friday,08:25,29,-41.7
Friday,08:30,29,-40.0
Friday,08:35,31,-38.3
Friday,08:40,31,-36.7
Friday,08:45,32,-35.0
Friday,08:50,33,-33.3
Friday,08:55,34,-31.7
Friday,09:00,35,-30.0
Friday,09:05,35,-28.3
Friday,09:10,36,-26.7
Friday,09:15,37,-25.0
Friday,09:20,38,-23.3
Friday,09:25,39,-21.7
Friday,09:30,39,-20.0
Friday,09:35,40,-18.3
Friday,09:40,41,-16.7
Friday,09:45,42,-15.0
Friday,09:50,43,-13.3
Friday,09:55,44,-11.7
Friday,10:00,45,-10.0
Friday,10:05,45,-9.6
Friday,10:10,45,-9.2
Friday,10:15,45,-8.8
Friday,10:20,45,-8.3
Friday,10:25,46,-7.9
Friday,10:30,46,-7.5
Friday,10:35,46,-7.1
Friday,10:40,46,-6.7
Friday,10:45,46,-6.2
Friday,10:50,47,-5.8
Friday,10:55,47,-5.4
Friday,11:00,47,-5.0
Friday,11:05,48,-4.6
Friday,11:10,48,-4.2
Friday,11:15,47,-3.8
Friday,11:20,48,-3.3
Friday,11:25,48,-2.9
Friday,11:30,48,-2.5
Friday,11:35,48,-2.1
Friday,11:40,49,-1.7
Friday,11:45,49,-1.2
Friday,11:50,49,-0.8
Friday,11:55,49,-0.4
Friday,12:00,50,0.0
Friday,12:05,50,0.4
Friday,12:10,50,0.8
Friday,12:15,50,1.2
Friday,12:20,51,1.7
Friday,12:25,51,2.1
Friday,12:30,51,2.5
Friday,12:35,51,2.9
Friday,12:40,51,3.3
Friday,12:45,51,3.8
Friday,12:50,52,4.2
Friday,12:55,52,4.6
Friday,13:00,52,5.0
Friday,13:05,53,6.2
Friday,13:10,53,7.5
Friday,13:15,54,8.8
Friday,13:20,54,10.0
Friday,13:25,55,11.2
Friday,13:30,56,12.5
Friday,13:35,56,13.8
Friday,13:40,57,15.0
Friday,13:45,58,16.2
Friday,13:50,58,17.5
Friday,13:55,59,18.8
Friday,14:00,60,20.0
Friday,14:05,61,22.5
Friday,14:10,62,25.0
Friday,14:15,63,27.5
Friday,14:20,64,30.0
Friday,14:25,66,32.5
Friday,14:30,67,35.0
Friday,14:35,69,37.5
Friday,14:40,69,40.0
Friday,14:45,71,42.5
Friday,14:50,72,45.0
Friday,14:55,73,47.5
Friday,15:00,75,50.0
Friday,15:05,76,51.7
Friday,15:10,76,53.3
Friday,15:15,77,55.0
Friday,15:20,78,56.7
Friday,15:25,78,58.3
Friday,15:30,79,60.0
Friday,15:35,81,61.7
Friday,15:40,81,63.3
Friday,15:45,82,65.0
Friday,15:50,83,66.7
Friday,15:55,84,68.3
Friday,16:00,85,70.0
Friday,16:05,84,68.3
Friday,16:10,83,66.7
Friday,16:15,82,65.0
Friday,16:20,81,63.3
Friday,16:25,80,61.7
Friday,16:30,80,60.0
Friday,16:35,78,58.3
Friday,16:40,78,56.7
Friday,16:45,77,55.0
Friday,16:50,76,53.3
Friday,16:55,75,51.7
Friday,17:00,74,50.0
Friday,17:05,74,49.2
Friday,17:10,74,48.3
Friday,17:15,73,47.5
Friday,17:20,73,46.7
Friday,17:25,72,45.8
Friday,17:30,72,45.0
Friday,17:35,72,44.2
Friday,17:40,71,43.3
Friday,17:45,71,42.5
Friday,17:50,71,41.7
Friday,17:55,70,40.8
Friday,18:00,70,40.0
Friday,18:05,69,39.2
Friday,18:10,69,38.3
Friday,18:15,68,37.5
Friday,18:20,68,36.7
Friday,18:25,67,35.8
Friday,18:30,67,35.0
Friday,18:35,66,34.2
Friday,18:40,66,33.3
Friday,18:45,66,32.5
Friday,18:50,65,31.7
Friday,18:55,65,30.8
Friday,19:00,64,30.0
Friday,19:05,64,29.2
Friday,19:10,63,28.3
Friday,19:15,63,27.5
Friday,19:20,63,26.7
Friday,19:25,63,25.8
Friday,19:30,62,25.0
Friday,19:35,62,24.2
Friday,19:40,61,23.3
Friday,19:45,61,22.5
Friday,19:50,60,21.7
Friday,19:55,60,20.8
Friday,20:00,60,20.0
Friday,20:05,59,19.2
Friday,20:10,59,18.3
Friday,20:15,59,17.5
Friday,20:20,58,16.7
Friday,20:25,58,15.8
Friday,20:30,57,15.0
Friday,20:35,57,14.2
Friday,20:40,56,13.3
Friday,20:45,56,12.5
Friday,20:50,55,11.7
Friday,20:55,55,10.8
Friday,21:00,55,10.0
Friday,21:05,54,10.0
Friday,21:10,55,10.0
Friday,21:15,55,10.0
Friday,21:20,55,10.0
Friday,21:25,55,10.0
Friday,21:30,55,10.0
Friday,21:35,55,10.0
Friday,21:40,54,10.0
Friday,21:45,55,10.0
Friday,21:50,55,10.0
Friday,21:55,54,10.0
Friday,22:00,54,10.0
Friday,22:05,55,11.7
Friday,22:10,56,13.3
Friday,22:15,57,15.0
Friday,22:20,58,16.7
Friday,22:25,59,18.3
Friday,22:30,59,20.0
Friday,22:35,61,21.7
Friday,22:40,61,23.3
Friday,22:45,62,25.0
Friday,22:50,63,26.7
Friday,22:55,64,28.3
Friday,23:00,64,30.0
Friday,23:05,64,27.9
Friday,23:10,62,25.8
Friday,23:15,61,23.8
Friday,23:20,61,21.7
Friday,23:25,60,19.6
Friday,23:30,58,17.5
Friday,23:35,57,15.4
Friday,23:40,56,13.3
Friday,23:45,55,11.2
Friday,23:50,54,9.2
Friday,23:55,53,7.1
Saturday,00:00,52,5.0
Saturday,00:05,52,4.6
Saturday,00:10,52,4.2
Saturday,00:15,51,3.8
Saturday,00:20,51,3.3
Saturday,00:25,51,2.9
Saturday,00:30,51,2.5
Saturday,00:35,50,2.1
Saturday,00:40,51,1.7
Saturday,00:45,50,1.2
Saturday,00:50,50,0.8
Saturday,00:55,50,0.4
Saturday,01:00,50,0.0
Saturday,01:05,49,-1.2
Saturday,01:10,49,-2.5
Saturday,01:15,48,-3.8
Saturday,01:20,47,-5.0
Saturday,01:25,46,-6.2
Saturday,01:30,46,-7.5
Saturday,01:35,45,-8.8
Saturday,01:40,45,-10.0
Saturday,01:45,44,-11.2
Saturday,01:50,43,-12.5
Saturday,01:55,43,-13.8
Saturday,02:00,42,-15.0
Saturday,02:05,41,-16.7
Saturday,02:10,40,-18.3
Saturday,02:15,39,-20.0
Saturday,02:20,39,-21.7
Saturday,02:25,38,-23.3
Saturday,02:30,37,-25.0
Saturday,02:35,36,-26.7
Saturday,02:40,36,-28.3
Saturday,02:45,34,-30.0
Saturday,02:50,34,-31.7
Saturday,02:55,33,-33.3
Saturday,03:00,32,-35.0
Saturday,03:05,31,-36.7
Saturday,03:10,31,-38.3
Saturday,03:15,30,-40.0
Saturday,03:20,29,-41.7
Saturday,03:25,28,-43.3
Saturday,03:30,27,-45.0
Saturday,03:35,26,-46.7
Saturday,03:40,25,-48.3
Saturday,03:45,25,-50.0
Saturday,03:50,24,-51.7
Saturday,03:55,23,-53.3
Saturday,04:00,22,-55.0
Saturday,04:05,21,-57.1
Saturday,04:10,20,-59.2
Saturday,04:15,19,-61.2
Saturday,04:20,18,-63.3
Saturday,04:25,17,-65.4
Saturday,04:30,16,-67.5
Saturday,04:35,15,-69.6
Saturday,04:40,14,-71.7
Saturday,04:45,13,-73.8
Saturday,04:50,12,-75.8
Saturday,04:55,11,-77.9
Saturday,05:00,10,-80.0
Saturday,05:05,9,-80.8
Saturday,05:10,9,-81.7
Saturday,05:15,8,-82.5
Saturday,05:20,8,-83.3
Saturday,05:25,7,-84.2
Saturday,05:30,7,-85.0
Saturday,05:35,7,-85.8
Saturday,05:40,6,-86.7
Saturday,05:45,6,-87.5
Saturday,05:50,6,-88.3
Saturday,05:55,5,-89.2
Saturday,06:00,5,-90.0
Saturday,06:05,5,-88.8
Saturday,06:10,6,-87.5
Saturday,06:15,7,-86.2
Saturday,06:20,7,-85.0
Saturday,06:25,8,-83.8
Saturday,06:30,9,-82.5
Saturday,06:35,9,-81.2
Saturday,06:40,9,-80.0
Saturday,06:45,10,-78.8
Saturday,06:50,11,-77.5
Saturday,06:55,11,-76.2
Saturday,07:00,12,-75.0
Saturday,07:05,13,-72.5
Saturday,07:10,15,-70.0
Saturday,07:15,16,-67.5
Saturday,07:20,17,-65.0
Saturday,07:25,19,-62.5
Saturday,07:30,19,-60.0
Saturday,07:35,21,-57.5
Saturday,07:40,22,-55.0
Saturday,07:45,24,-52.5
Saturday,07:50,24,-50.0
Saturday,07:55,26,-47.5
Saturday,08:00,27,-45.0
Saturday,08:05,28,-43.3
Saturday,08:10,29,-41.7
Saturday,08:15,30,-40.0
Saturday,08:20,30,-38.3
Saturday,08:25,31,-36.7
Saturday,08:30,32,-35.0
Saturday,08:35,33,-33.3
Saturday,08:40,34,-31.7
Saturday,08:45,34,-30.0
Saturday,08:50,35,-28.3
Saturday,08:55,36,-26.7
Saturday,09:00,37,-25.0
Saturday,09:05,38,-23.3
Saturday,09:10,39,-21.7
Saturday,09:15,40,-20.0
Saturday,09:20,40,-18.3
Saturday,09:25,41,-16.7
Saturday,09:30,42,-15.0
Saturday,09:35,43,-13.3
Saturday,09:40,44,-11.7
Saturday,09:45,44,-10.0
Saturday,09:50,45,-8.3
Saturday,09:55,46,-6.7
Saturday,10:00,47,-5.0
Saturday,10:05,47,-4.6
Saturday,10:10,48,-4.2
Saturday,10:15,48,-3.8
Saturday,10:20,48,-3.3
Saturday,10:25,48,-2.9
Saturday,10:30,48,-2.5
Saturday,10:35,48,-2.1
Saturday,10:40,49,-1.7
Saturday,10:45,49,-1.2
Saturday,10:50,49,-0.8
Saturday,10:55,50,-0.4
Saturday,11:00,50,0.0
Saturday,11:05,50,0.4
Saturday,11:10,50,0.8
Saturday,11:15,50,1.2
Saturday,11:20,50,1.7
Saturday,11:25,51,2.1
Saturday,11:30,51,2.5
Saturday,11:35,51,2.9
Saturday,11:40,51,3.3
Saturday,11:45,51,3.8
Saturday,11:50,52,4.2
Saturday,11:55,52,4.6
Saturday,12:00,52,5.0
Saturday,12:05,52,5.4
Saturday,12:10,53,5.8
Saturday,12:15,53,6.2
Saturday,12:20,53,6.7
Saturday,12:25,53,7.1
Saturday,12:30,53,7.5
Saturday,12:35,53,7.9
Saturday,12:40,54,8.3
Saturday,12:45,54,8.8
Saturday,12:50,54,9.2
Saturday,12:55,54,9.6
Saturday,13:00,54,10.0
Saturday,13:05,55,11.7
Saturday,13:10,56,13.3
Saturday,13:15,57,15.0
Saturday,13:20,58,16.7
Saturday,13:25,59,18.3
Saturday,13:30,60,20.0
Saturday,13:35,60,21.7
Saturday,13:40,61,23.3
Saturday,13:45,62,25.0
Saturday,13:50,63,26.7
Saturday,13:55,64,28.3
Saturday,14:00,65,30.0
Saturday,14:05,66,32.5
Saturday,14:10,67,35.0
Saturday,14:15,68,37.5
Saturday,14:20,70,40.0
Saturday,14:25,71,42.5
Saturday,14:30,72,45.0
Saturday,14:35,73,47.5
Saturday,14:40,75,50.0
Saturday,14:45,76,52.5
Saturday,14:50,77,55.0
Saturday,14:55,79,57.5
Saturday,15:00,80,60.0
Saturday,15:05,80,61.7
Saturday,15:10,81,63.3
Saturday,15:15,82,65.0
Saturday,15:20,83,66.7
Saturday,15:25,84,68.3
Saturday,15:30,85,70.0
Saturday,15:35,85,71.7
Saturday,15:40,86,73.3
Saturday,15:45,87,75.0
Saturday,15:50,88,76.7
Saturday,15:55,89,78.3
Saturday,16:00,89,80.0
Saturday,16:05,89,78.3
Saturday,16:10,88,76.7
Saturday,16:15,87,75.0
Saturday,16:20,86,73.3
Saturday,16:25,85,71.7
Saturday,16:30,84,70.0
Saturday,16:35,84,68.3
Saturday,16:40,83,66.7
Saturday,16:45,82,65.0
Saturday,16:50,81,63.3
Saturday,16:55,80,61.7
Saturday,17:00,80,60.0
Saturday,17:05,79,59.2
Saturday,17:10,79,58.3
Saturday,17:15,78,57.5
Saturday,17:20,78,56.7
Saturday,17:25,77,55.8
Saturday,17:30,77,55.0
Saturday,17:35,77,54.2
Saturday,17:40,76,53.3
Saturday,17:45,76,52.5
Saturday,17:50,75,51.7
Saturday,17:55,75,50.8
Saturday,18:00,74,50.0
Saturday,18:05,74,49.2
Saturday,18:10,74,48.3
Saturday,18:15,74,47.5
Saturday,18:20,73,46.7
Saturday,18:25,73,45.8
Saturday,18:30,72,45.0
Saturday,18:35,72,44.2
Saturday,18:40,71,43.3
Saturday,18:45,71,42.5
Saturday,18:50,70,41.7
Saturday,18:55,70,40.8
Saturday,19:00,69,40.0
Saturday,19:05,69,39.2
Saturday,19:10,69,38.3
Saturday,19:15,69,37.5
Saturday,19:20,68,36.7
Saturday,19:25,67,35.8
Saturday,19:30,67,35.0
Saturday,19:35,66,34.2
Saturday,19:40,66,33.3
Saturday,19:45,66,32.5
Saturday,19:50,65,31.7
Saturday,19:55,65,30.8
Saturday,20:00,65,30.0
Saturday,20:05,62,25.8
Saturday,20:10,60,21.7
Saturday,20:15,58,17.5
Saturday,20:20,56,13.3
Saturday,20:25,54,9.2
Saturday,20:30,52,5.0
Saturday,20:35,50,0.8
Saturday,20:40,48,-3.3
Saturday,20:45,46,-7.5
Saturday,20:50,44,-11.7
Saturday,20:55,41,-15.8
Saturday,21:00,40,-20.0
Saturday,21:05,40,-18.8
Saturday,21:10,41,-17.5
Saturday,21:15,42,-16.2
Saturday,21:20,42,-15.0
Saturday,21:25,42,-13.8
Saturday,21:30,44,-12.5
Saturday,21:35,44,-11.2
Saturday,21:40,45,-10.0
Saturday,21:45,45,-8.8
Saturday,21:50,46,-7.5
Saturday,21:55,46,-6.2
Saturday,22:00,47,-5.0
Saturday,22:05,48,-3.8
Saturday,22:10,48,-2.5
Saturday,22:15,49,-1.2
Saturday,22:20,50,0.0
Saturday,22:25,50,1.2
Saturday,22:30,51,2.5
Saturday,22:35,51,3.8
Saturday,22:40,52,5.0
Saturday,22:45,53,6.2
Saturday,22:50,53,7.5
Saturday,22:55,54,8.8
Saturday,23:00,54,10.0
Saturday,23:05,56,12.5
Saturday,23:10,57,15.0
Saturday,23:15,58,17.5
Saturday,23:20,60,20.0
Saturday,23:25,61,22.5
Saturday,23:30,62,25.0
Saturday,23:35,63,27.5
Saturday,23:40,64,30.0
Saturday,23:45,66,32.5
Saturday,23:50,67,35.0
Saturday,23:55,68,37.5
Sunday,00:00,70,40.0
Sunday,00:05,69,39.2
Sunday,00:10,69,38.3
Sunday,00:15,68,37.5
Sunday,00:20,68,36.7
Sunday,00:25,67,35.8
Sunday,00:30,67,35.0
Sunday,00:35,66,34.2
Sunday,00:40,66,33.3
Sunday,00:45,66,32.5
Sunday,00:50,66,31.7
Sunday,00:55,65,30.8
Sunday,01:00,65,30.0
Sunday,01:05,63,27.5
Sunday,01:10,62,25.0
Sunday,01:15,61,22.5
Sunday,01:20,59,20.0
Sunday,01:25,58,17.5
Sunday,01:30,57,15.0
Sunday,01:35,56,12.5
Sunday,01:40,54,10.0
Sunday,01:45,53,7.5
Sunday,01:50,52,5.0
Sunday,01:55,51,2.5
Sunday,02:00,49,0.0
Sunday,02:05,49,-1.7
Sunday,02:10,48,-3.3
Sunday,02:15,47,-5.0
Sunday,02:20,46,-6.7
Sunday,02:25,45,-8.3
Sunday,02:30,44,-10.0
Sunday,02:35,44,-11.7
Sunday,02:40,43,-13.3
Sunday,02:45,42,-15.0
Sunday,02:50,41,-16.7
Sunday,02:55,40,-18.3
Sunday,03:00,39,-20.0
Sunday,03:05,39,-21.7
Sunday,03:10,38,-23.3
Sunday,03:15,37,-25.0
Sunday,03:20,36,-26.7
Sunday,03:25,35,-28.3
Sunday,03:30,35,-30.0
Sunday,03:35,34,-31.7
Sunday,03:40,33,-33.3
Sunday,03:45,32,-35.0
Sunday,03:50,31,-36.7
Sunday,03:55,30,-38.3
Sunday,04:00,30,-40.0
Sunday,04:05,29,-42.5
Sunday,04:10,27,-45.0
Sunday,04:15,26,-47.5
Sunday,04:20,25,-50.0
Sunday,04:25,23,-52.5
Sunday,04:30,22,-55.0
Sunday,04:35,21,-57.5
Sunday,04:40,20,-60.0
Sunday,04:45,18,-62.5
Sunday,04:50,17,-65.0
Sunday,04:55,16,-67.5
Sunday,05:00,15,-70.0
Sunday,05:05,14,-71.7
Sunday,05:10,13,-73.3
Sunday,05:15,12,-75.0
Sunday,05:20,11,-76.7
Sunday,05:25,10,-78.3
Sunday,05:30,10,-80.0
Sunday,05:35,9,-81.7
Sunday,05:40,8,-83.3
Sunday,05:45,7,-85.0
Sunday,05:50,6,-86.7
Sunday,05:55,5,-88.3
Sunday,06:00,5,-90.0
Sunday,06:05,6,-88.3
Sunday,06:10,6,-86.7
Sunday,06:15,7,-85.0
Sunday,06:20,8,-83.3
Sunday,06:25,9,-81.7
Sunday,06:30,10,-80.0
Sunday,06:35,10,-78.3
Sunday,06:40,11,-76.7
Sunday,06:45,12,-75.0
Sunday,06:50,13,-73.3
Sunday,06:55,14,-71.7
Sunday,07:00,15,-70.0
